ISIN,Fund Name,SFDR,Sustainabilty Theme,Fund Provider,Fund Launch - start,Fund Currency,Funds Description,Funds Domicile,Benchmark ,Geography,AuM 2022 - amount USD mios,Perf 1Y USD,Impact Investing,Negative Screening,Positive Screening,Responsible Investments,SRI,ESG Rating,UNCTAD Sensitive sectors,Weapon ,Cluster bombs / Nuclear Weapons (NPT) ,Tobacco ,Gambling ,Pornography ,GMO ,Nuclear ,Alcohol ,Fossil fuels ,Coal ,Clean tech ,Net climate impact,UNCTAD SDG Alignment,Water and sanitation,Transport infrastructure,Telecommunications infrastructure,Power,Health,Food and agriculture,Education,Eco-systems/biodiversity,Climate change mitigation,Climate change adaptation,Portfolio weighted Co2 (Kt Co2 total) ,Portfolio weighted Co2 Intensity (tCO2/mio Revenues $),SBTi,No Info,SBTI - Committed,SBTI - Targets Set 2°C,SBTI - Targets Set Well-below 2°C,SBTI - Targets Set 1.5°C
AT0000A0V6J7,Kathrein Sustainable Global Equity R T,Article 8,SRI,MASTERINVEST Kapitalanlage GmbH,"41,044.00",Euro,"The investment fund is an equity fund that invests at least 90 % of its assets in equities and equivalent securities in any region, industry and currency, in the form of directly acquired individual securities, if not indirectly or directly via investment funds or derivatives contained in the main index. Social and ecological exclusion and quality criteria are mainly applied.",Austria,Index is not provided by Management Company,Global,85.39,-0.20,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Alcohol or Drugs, ex GMO, ex Fossil Energy",Best in Class,TRUE,TRUE,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.02,0.23,0.00,0.00,0.00,0.02,0.17,0.04,0.00,0.01,0.00,0.00,"1,845.56",89.03,% Targets set,0.27,0.16,0.02,0.08,0.44
DE0005152441,DWS Global Growth LD,Article 8,SRI,Dws Investments,"38,670.00",Euro,"The fund invests primarily in equities of domestic and foreign companies that have above-average growth profile (sales and profits). Even growth prospects play an important role in the selection of individual securities. In this context, the fund management is responsible for the selection of individual investments.",Germany,MSCI World Growth NR EUR,Global,786.92,-0.28,,,,TRUE,,7,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.03,0.02,0.17,0.00,0.00,0.00,0.00,0.14,0.03,0.00,0.00,0.00,0.00,"1,945.26",28.30,% Targets set,0.20,0.21,0.00,0.03,0.31
DE000DWS2D74,DWS ESG Akkumula ID,Article 8,SRI,Dws Investments,"42,373.00",Euro,"Fund mainly invests in equities, solidly positioned and growth-oriented domestic and foreign companies that promise good performance based on profit expectations or by exploiting short-term market situations. Within this framework, the selection of the individual investments is the responsibility of the fund management. The fund promotes environmental and social characteristics, or a combination of these characteristics, without pursuing an explicit ESG and/or sustainable investment strategy.",Germany,MSCI World NR EUR,Global,NA,-0.18,,,,TRUE,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.21,0.02,0.00,0.00,0.00,0.00,"2,070.03",34.06,% Targets set,0.31,0.28,0.00,0.03,0.33
CH0003531974,DWS (CH) Qi Global Climate Action LD,N/A,SRI,Dws Investments,"34,876.00",SwissFranc,"The investment objective of the fund is to invest in economic activities that contribute to the reduction of CO2 emissions. To achieve this, the asset manager incorporates environmental, social and governance factors and the associated sustainability aspects into its investment decisions as a key element alongside risk and return considerations. The fund invests primarily in equity securities and equity rights (shares, dividend-right certificates, cooperative society shares, participation certificates and the like) and in other investments permissible under the fund contract.",Switzerland,Cust Benchm DWS (CH) Aktien,Global,29.54,-0.14,,,,TRUE,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.07,0.06,0.31,0.01,0.00,0.00,0.03,0.23,0.05,0.00,0.00,0.02,0.00,"1,331.89",51.87,% Targets set,0.29,0.16,0.02,0.09,0.42
NL0010511002,DD Equity Fund,Article 8,SRI,DoubleDividend Management BV,"41,365.00",Euro,"The fund is a sustainable equity fund and invests worldwide in 25 to 50 high quality regulated stock exchanges listed companies that are at the forefront of sustainability. Insofar as the capital is not invested, it can be held in the form of cash, among other things.",Netherlands,Index is not provided by Management Company,Global,192.51,-0.32,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Fossil Energy",,TRUE,,7,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.03,0.05,0.02,0.21,0.00,0.00,0.01,0.01,0.18,0.01,0.00,0.00,0.02,0.00,"2,862.82",115.78,% Targets set,0.32,0.21,0.00,0.05,0.40
LU1349493418,Danske Invest SICAV Global Index Rest SA,Article 9,SRI,Danske Invest Management A/S,"43,049.00",SwedishKrona,"The fund seeks to track a global equity index while excluding companies in the weapon sector or whose turnover totally or partially originates from sectors like alcohol, tobacco or pornography. Specifically, the fund invests in equities and equity-related securities that are traded on a regulated market.",Luxembourg,Index is not available on Lipper Database,Global,630.43,-0.22,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Alcohol or Drugs, ex Fossil Energy, ex Other",Best in Class,TRUE,,7,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.07,0.06,0.21,0.00,0.01,0.01,0.03,0.17,0.02,0.00,0.00,0.01,0.00,"1,358.94",42.86,% Targets set,0.37,0.18,0.02,0.04,0.38
LU1291158233,CPR Invest - Global Silver Age A EUR Acc,Article 9,SRI,Amundi Asset Management,"42,276.00",Euro,"The investment objective is to outperform global equity markets in the long term (at least 5 years) by taking advantage of the dynamics of international securities linked to the aging of the population. To this end, the Sub-Fund invests at least 75% of its assets in equities or securities assimilated to equities of any country, without capitalization constraints linked to the theme.",Luxembourg,MSCI World NR EUR,Global,"1,085.11",-0.16,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex GMO, ex Fossil Energy",Best in Class,TRUE,TRUE,7,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.03,0.01,0.68,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,"1,186.18",51.87,% Targets set,0.45,0.27,0.01,0.05,0.20
LU0654531184,Candriam Equities L Global Demography C EUR Cap,Article 8,SRI,Candriam Investors Group,"41,194.00",Euro,Equities of companies considered to be well positioned to take advantage of global demographic changes and which have their registered office and/or carry out their primary economic activity in developed countries. The fund seeks to achieve capital growth by investing in the principal assets traded and to outperform the benchmark index. The management team makes discretionary investment choices based on economic/financial analyses.,Luxembourg,MSCI World NR EUR,Global,"1,412.00",-0.21,,"ex Weapons, ex Tobacco, ex Fossil Energy",,TRUE,,7,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.00,0.03,-0.01,0.25,0.01,0.00,0.00,0.01,0.20,0.03,0.00,0.01,0.00,0.00,"5,350.16",104.10,% Targets set,0.23,0.14,0.04,0.10,0.39
LU1956136995,BNP Paribas Sus Glbl Mlt-Fctr Eq Classic Cap,Article 8,SRI,Bnp Paribas Am,"43,749.00",USDollar,"At all time this sub-fund invests at least 75% of its assets in equities and/or equity equivalent securities issued by companies from any countries. The remaining portion, namely a maximum of 1/3 of its assets, may be invested in other equities, debt securities, money market instruments, financial derivative instruments or cash, provided that investments in debt securities of any kind do not exceed 15% of its assets, and up to 10% of its assets may be invested in UCITS or UCIs. The portfolio is built based on a systematic approach, combining several equity factor criterions such as value, quality, low-volatility and momentum. Once the quantitative investment process is implemented, a scoring related to ESG and low carbon is calculated for each individual stocks of the investment universe.",Luxembourg,MSCI World NR USD,Global,22.71,-0.14,,,,TRUE,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.07,0.01,0.01,-0.06,0.36,0.00,0.00,0.00,0.01,0.30,0.06,0.00,0.00,0.00,0.00,"2,770.22",484.36,% Targets set,0.38,0.19,0.00,0.04,0.32
DE000A2ATCW4,BIB Nachhaltigkeit Aktien Global,Article 8,SRI,Bank im Bistum Essen,"42,767.00",Euro,"The fund aims to invest at least 75% in global stocks. Stock selection is based on a combination of different factors with different weightings, e.g. quality, momentum, volatility and dividend yield. Only shares in companies that do not violate the ESG criteria (Environment Social Governance) of ethically sustainable business practices may be acquired. These investment principles mean that individual industries, countries and companies can be excluded from investment decisions.",Germany,Index is not provided by Management Company,Global,25.08,-0.28,,"ex Tobacco, ex Nuclear, ex Alcohol or Drugs",,TRUE,,7,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.06,0.06,0.24,0.00,0.01,0.00,0.01,0.13,0.10,0.00,0.00,0.00,0.00,"2,558.23",168.63,% Targets set,0.37,0.28,0.02,0.04,0.24
LU1883320993,Amundi Funds Global Eq Sustainable Inc - A2 E C,Article 8,SRI,Amundi Asset Management,"43,623.00",Euro,"The fund seeks to provide income and, secondarily, to increase the value of your investment over the recommended holding period. The Sub-Fund invests mainly in equities of companies from anywhere in the world, including emerging markets and which offer prospects of paying dividends. Whilst the investment manager aims to invest in ESG Rated securities not all investments of the Sub-Fund will have an ESG rating and in any event such investments will not be more than 10% of the Sub-Fund.",Luxembourg,MSCI World TR USD,Global,NA,-0.09,,"ex Weapons, ex Other",,TRUE,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.00,0.12,0.05,0.04,-0.08,0.22,0.02,0.00,0.00,0.04,0.14,0.04,0.00,0.01,0.00,0.00,"7,443.98",212.15,% Targets set,0.21,0.17,0.05,0.05,0.39
IE00BKTLJC87,iShares Smart City Infrastructure UCITS ETF USDAcc,Article 8,Infrastructure,Blackrock Asset Management,"43,893.00",USDollar,"The investment objective of the Fund is to seek to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the STOXX Global Smart City Infrastructure Index. The Index reflects the performance of a sub-set of global equity securities of eligible countries within the STOXX Global Total Market Index which derive significant revenues from sectors associated with two global thematic trends: (i) smart cities; and (ii) infrastructure.",Ireland,STOXX Global Smart City Infrastructure TR USD,Global,367.74,-0.22,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Alcohol or Drugs, ex GMO, ex Fossil Energy, ex Other",Thematic,TRUE,,7,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.13,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,665.77,113.74,% Targets set,0.52,0.21,0.00,0.03,0.24
CA31642F1053,Fidelity Sustainable World ETF,N/A,SRI,Fidelity Investments,"43,616.00",CanadianDollar,The Fidelity Sustainable World ETF aims to achieve long-term capital growth by investing primarily in equity securities of companies located anywhere in the world. It seeks to identify companies that are believed to have favourable ESG characteristics.,Canada,MSCI World TR CAD,Global,85.94,-0.18,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex GMO, ex Fossil Energy",Best in Class,TRUE,TRUE,7,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.02,0.04,-0.04,0.18,0.00,0.00,0.00,0.00,0.14,0.03,0.00,0.01,0.00,0.00,"3,065.33",92.00,% Targets set,0.30,0.21,0.03,0.06,0.36
ES0178487007,"Temperantia A, FI",Article 8,SRI,Bank Julius Baer & Co Ag,"42,545.00",Euro,"More than 75% of the total exposure will be invested in equities of any capitalization and sector and the rest in public and/or private fixed income. The average duration of the fixed income portfolio is not predetermined. The issuers/markets will be OECD, and may have up to 20% of the total exposure in emerging countries. More than 35% of the assets may be invested in securities issued or guaranteed by a State of the EU, an Autonomous Community, a Local Entity, the International Organizations of which Spain is a member and States with a solvency not inferior to that of Spain.",Spain,MSCI World TR EUR,Global,16.12,-0.23,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Alcohol or Drugs, ex Other",,TRUE,TRUE,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.07,0.05,0.21,0.01,0.00,0.00,0.00,0.12,0.08,0.00,0.00,0.00,0.00,"1,518.88",109.03,% Targets set,0.25,0.22,0.00,0.05,0.34
FR0013345667,LBPAM ISR Global Climate Change GP,Article 9,SRI,La Banque Postale Asset Management,"43,279.00",Euro,"The FCP's management objective is twofold: to seek to offer investors, over the recommended investment period of at least 5 years, performance linked to a portfolio made up of company shares, without geographic, sector or capitalization constraints and of which a significant part of the activity is directly related to the environmental theme; and pursue a sustainable investment objective by investing in the shares of companies carrying out an activity aimed at developing clean technologies or improving the protection of the environment, according to the analysis of the Financial Management Delegate. The MSCI ACWI Climate Change NR index is no longer used for portfolio construction purposes but only for performance comparison purposes.",France,Index is not provided by Management Company,Global,NA,-0.25,,,,TRUE,TRUE,7,0.04,0.04,0.00,0.00,0.00,0.00,0.02,0.05,0.00,0.06,0.00,0.35,0.29,0.25,0.02,0.00,0.00,0.08,0.02,0.12,0.00,0.06,0.03,0.00,"4,767.99",295.52,% Targets set,0.26,0.14,0.01,0.06,0.42
SE0000540627,Folksam LO Varlden,Article 8,SRI,Swedbank Robur AB,"36,237.00",SwedishKrona,"The fund invests in worldwide equities, in companies in various industries. The Fund may use derivatives to achieve the investment objective. The fund is mainly aimed at saving in pension and premium pension. The fund refrains from investing in tobacco producing companies and follows the investment criteria for the environment, human rights and corruption.",Sweden,MSCI World NR USD,Global,"5,442.73",-0.21,Sustainable Development Goals (SDGs),"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Fossil Energy",,TRUE,,7,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.22,0.00,0.00,0.00,0.01,0.20,0.02,0.00,0.00,0.00,0.00,"2,721.43",34.26,% Targets set,0.20,0.19,0.01,0.04,0.50
DK0010297464,Sparinvest INDEX Dow Jones Sust World KL,Article 8,SRI,Nykredit Asset Management & Sparinvest,"37,271.00",DanishKrone,"The fund invests in global equities and other securities, which can be equated with shares included in the fund's benchmark. The portfolio is compiled for the sole purpose of creating the same return and risk profile as the market index, taking into account trading costs. The success criterion will be as small a deviation (positive as negative) from the index as possible. No active action will be taken to overweight or underweight the holdings of the equities included in the benchmark index.",Denmark,Index is not available on Lipper Database,Global,477.97,-0.17,,,,TRUE,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.06,0.02,0.03,-0.03,0.31,0.00,0.00,0.00,0.02,0.27,0.02,0.00,0.01,0.00,0.00,"3,200.52",93.76,% Targets set,0.19,0.23,0.01,0.07,0.43
,RBC Vision Global Equity Series A,N/A,SRI,RBC Global Asset Management Inc.,"39,266.00",CanadianDollar,To provide long-term capital growth. The fund invests primarily in equity securities of companies throughout the world and follows a socially responsible approach to investing.,Canada,MSCI World TR USD,Global,362.24,-0.27,,,,TRUE,,7,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.03,-0.07,0.26,0.01,0.00,0.00,0.01,0.23,0.02,0.00,0.00,0.00,0.00,"2,914.23",109.24,% Targets set,0.37,0.25,0.00,0.06,0.27
AU60HOW00023,Pengana Axiom International Ethical,N/A,SRI,Hunter Hall Investment Management,"34,456.00",AustralianDollar,"The Fund's investment objective is to obtain returns greater than the MSCI All Country World Total Return Index (net, AUD) (Index) over the medium to long term. The Fund invests principally in listed (or soon to be listed) international equities. The Fund will typically have 45 to 75 holdings and can invest in developed and emerging markets.",Australia,MSCI AC World NR AUD,Global,175.70,-0.37,,"ex Weapons, ex Tobacco, ex Adult Entertainment, ex Nuclear, ex Alcohol or Drugs, ex GMO, ex Fossil Energy, ex Other",,TRUE,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.06,0.06,0.28,0.00,0.00,0.00,0.00,0.20,0.07,0.00,0.01,0.00,0.00,"1,975.77",50.67,% Targets set,0.36,0.21,0.02,0.03,0.37
US63867V1504,Nationwide Global Sustainable Equity Fund;R6,N/A,SRI,Nationwide Fund Advisors,"34,362.00",USDollar,"The Fund seeks maximum total return by investing at least 65% of its assets in securities of at least 3 countries. The Fund employs a core/value equity strategy, investing in global equity securities, which may include dividend-paying securities.",USA,MSCI World Free NR USD,Global,46.68,-0.18,,,,TRUE,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.01,0.22,0.00,0.00,0.04,0.00,0.16,0.01,0.00,0.01,0.00,0.00,"1,422.14",81.11,% Targets set,0.38,0.19,0.01,0.04,0.29
